,subject,predicate,object
33,http://dl-learner.org/carcinogenesis#Nitrogen-36,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
34,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-16
35,http://dl-learner.org/carcinogenesis#Bond-1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
36,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Krypton-83
37,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Oxygen-42
38,http://dl-learner.org/carcinogenesis#Non_ar_hetero_6_ring,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
40,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-79
41,http://dl-learner.org/carcinogenesis#Oxygen-49,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
42,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-15
44,http://dl-learner.org/carcinogenesis#Fluorine-92,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
45,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasBond,http://dl-learner.org/carcinogenesis#Bond-2
46,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Nitro
47,http://dl-learner.org/carcinogenesis#Carbon-191,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
48,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Phosphorus-60
49,http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-21
51,http://dl-learner.org/carcinogenesis#Bond-3,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-19
52,http://dl-learner.org/carcinogenesis#Oxygen-50,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
54,http://dl-learner.org/carcinogenesis#Bond-3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
55,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Selenium-102
57,http://dl-learner.org/carcinogenesis#Calcium-84,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
58,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Sulfo
59,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Methyl
60,http://dl-learner.org/carcinogenesis#Alkyl_halide,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
61,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-77
62,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Class
63,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di281
64,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Zinc-87
65,http://dl-learner.org/carcinogenesis#Carbon-16,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
66,http://dl-learner.org/carcinogenesis#Sulfur-78,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
70,http://dl-learner.org/carcinogenesis#Carbon-193,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
71,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-72
72,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-74
73,http://dl-learner.org/carcinogenesis#Non_ar_hetero_5_ring,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
74,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Oxygen-41
76,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Hydrogen-1
78,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-10
79,http://dl-learner.org/carcinogenesis#Di281,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
80,http://dl-learner.org/carcinogenesis#Hydrogen-3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
81,http://dl-learner.org/carcinogenesis#Bromine-94,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
83,http://dl-learner.org/carcinogenesis#Bond-2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
84,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-76
85,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Selenium-102
86,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-192
87,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-17
88,http://dl-learner.org/carcinogenesis#Compound,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
89,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Hydrogen-8
90,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Oxygen-45
91,http://dl-learner.org/carcinogenesis#Di51,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
94,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Oxygen-50
95,http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-34
96,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Ketone
97,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasBond,http://dl-learner.org/carcinogenesis#Bond-3
99,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-70
100,http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-22
101,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-499
102,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-38
103,http://dl-learner.org/carcinogenesis#Phosphorus-60,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
104,http://dl-learner.org/carcinogenesis#Carbon-27,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
105,http://dl-learner.org/carcinogenesis#Nitrogen-33,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
106,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-14
107,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Hydrogen-3
108,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Non_ar_6c_ring
109,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Lead-121
110,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-27
111,http://dl-learner.org/carcinogenesis#Phenol,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
112,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-19
113,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sodium-81
114,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Ethoxy
115,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Oxygen-40
116,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-33
117,http://dl-learner.org/carcinogenesis#Phosphorus-61,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
118,http://dl-learner.org/carcinogenesis#Sulfur-77,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
119,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Tellurium-129
120,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Titanium-134
121,http://dl-learner.org/carcinogenesis#Ring_size_4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
123,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-34
124,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Phosphorus-61
125,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di66
127,http://dl-learner.org/carcinogenesis#Di232,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
128,http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-14
129,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Six_ring
130,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Oxygen-49
131,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-32
132,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-192
133,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-22
135,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-17
136,http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-35
137,http://dl-learner.org/carcinogenesis#Hydrogen-2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
138,http://dl-learner.org/carcinogenesis#Hydrogen-1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
140,http://dl-learner.org/carcinogenesis#Carbon-22,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
141,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Methanol
142,http://dl-learner.org/carcinogenesis#Tellurium-129,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
143,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-75
144,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2002/07/owl#disjointWith,http://www.w3.org/2002/07/owl#Class
145,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-37
146,http://dl-learner.org/carcinogenesis#Barium-115,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
147,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Oxygen-42
148,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di10
149,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Copper-96
150,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di64
151,http://dl-learner.org/carcinogenesis#Oxygen-52,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
152,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Hydrogen-1
153,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-36
154,http://dl-learner.org/carcinogenesis#Carbon-10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
155,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Tin-113
156,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-14
157,http://dl-learner.org/carcinogenesis#Hydrogen-8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
158,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-232
159,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di23
160,http://dl-learner.org/carcinogenesis#Sulfur-70,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
161,http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-29
163,http://dl-learner.org/carcinogenesis#Chlorine-93,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
164,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-78
165,http://dl-learner.org/carcinogenesis#Cyanate,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
166,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Hydrogen-2
167,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Arsenic-101
168,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Imine
170,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasBond,http://dl-learner.org/carcinogenesis#Bond-7
171,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Phosphorus-60
172,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-31
173,http://dl-learner.org/carcinogenesis#Copper-96,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
174,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-75
175,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-29
176,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Manganese-85
177,http://dl-learner.org/carcinogenesis#Carbon-192,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
178,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-77
179,http://dl-learner.org/carcinogenesis#Imine,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
180,http://dl-learner.org/carcinogenesis#Nitrogen-499,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
181,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Fluorine-92
182,http://dl-learner.org/carcinogenesis#Sulfur-75,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
183,http://dl-learner.org/carcinogenesis#Arsenic-101,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
184,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Bromine-94
185,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-191
186,http://dl-learner.org/carcinogenesis#Di23,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
187,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-79
188,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Amine
189,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Phosphorus-62
190,http://dl-learner.org/carcinogenesis#Sulfur-79,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
191,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-27
192,http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-27
193,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Oxygen-41
194,http://dl-learner.org/carcinogenesis#Mercury-120,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
195,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Hydrogen-3
196,http://dl-learner.org/carcinogenesis#Sulfur-76,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
198,http://dl-learner.org/carcinogenesis#Non_ar_6c_ring,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
199,http://dl-learner.org/carcinogenesis#Carbon-14,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
200,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-70
201,http://dl-learner.org/carcinogenesis#Carbon-21,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
203,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sodium-81
204,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Oxygen-45
205,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Barium-115
206,http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Oxygen-53
208,http://dl-learner.org/carcinogenesis#Ketone,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
209,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Titanium-134
210,http://dl-learner.org/carcinogenesis#Di8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
211,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Oxygen-51
212,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Ether
213,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Chlorine-93
214,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di260
215,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Ester
