subject,predicate,object
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-21
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Iodine-95
http://dl-learner.org/carcinogenesis#Bond-3,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-31
http://dl-learner.org/carcinogenesis#Sodium-81,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Ethoxy,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Oxygen-45
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di232
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-36
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Non_ar_hetero_6_ring
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-37
http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-72
http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-31
http://dl-learner.org/carcinogenesis#Six_ring,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Amino,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Nitrogen-34,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di227
http://dl-learner.org/carcinogenesis#Nitrogen-36,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-16
http://dl-learner.org/carcinogenesis#Bond-1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Krypton-83
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Oxygen-42
http://dl-learner.org/carcinogenesis#Non_ar_hetero_6_ring,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di67a
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-79
http://dl-learner.org/carcinogenesis#Oxygen-49,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-15
http://dl-learner.org/carcinogenesis#Carbon-26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Fluorine-92,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasBond,http://dl-learner.org/carcinogenesis#Bond-2
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Nitro
http://dl-learner.org/carcinogenesis#Carbon-191,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Phosphorus-60
http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-21
http://dl-learner.org/carcinogenesis#Zinc-87,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-3,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-19
http://dl-learner.org/carcinogenesis#Oxygen-50,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Phenol
http://dl-learner.org/carcinogenesis#Bond-3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Selenium-102
http://dl-learner.org/carcinogenesis#Alcohol,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Calcium-84,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Sulfo
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Methyl
http://dl-learner.org/carcinogenesis#Alkyl_halide,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-77
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di281
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Zinc-87
http://dl-learner.org/carcinogenesis#Carbon-16,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Sulfur-78,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Phosphorus-61
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Hydrogen-2
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-232
http://dl-learner.org/carcinogenesis#Carbon-193,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-72
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-74
http://dl-learner.org/carcinogenesis#Non_ar_hetero_5_ring,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Oxygen-41
http://dl-learner.org/carcinogenesis#Five_ring,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Hydrogen-1
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Alcohol
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-10
http://dl-learner.org/carcinogenesis#Di281,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Hydrogen-3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bromine-94,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Fluorine-92
http://dl-learner.org/carcinogenesis#Bond-2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-76
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Selenium-102
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-192
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-17
http://dl-learner.org/carcinogenesis#Compound,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Hydrogen-8
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Oxygen-45
http://dl-learner.org/carcinogenesis#Di51,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-15
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-193
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Oxygen-50
http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-34
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Ketone
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasBond,http://dl-learner.org/carcinogenesis#Bond-3
http://dl-learner.org/carcinogenesis#Di67a,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-70
http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-22
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-499
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-38
http://dl-learner.org/carcinogenesis#Phosphorus-60,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Carbon-27,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Nitrogen-33,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-14
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Hydrogen-3
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Non_ar_6c_ring
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Lead-121
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-27
http://dl-learner.org/carcinogenesis#Phenol,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-19
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sodium-81
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Ethoxy
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Oxygen-40
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-33
http://dl-learner.org/carcinogenesis#Phosphorus-61,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Sulfur-77,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Tellurium-129
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Titanium-134
http://dl-learner.org/carcinogenesis#Ring_size_4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Methyl,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-34
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Phosphorus-61
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di66
http://dl-learner.org/carcinogenesis#Sulfo,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Di232,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-14
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Six_ring
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Oxygen-49
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-32
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-192
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-22
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-26
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-17
http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-35
http://dl-learner.org/carcinogenesis#Hydrogen-2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Hydrogen-1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Mercury-120
http://dl-learner.org/carcinogenesis#Carbon-22,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Methanol
http://dl-learner.org/carcinogenesis#Tellurium-129,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-75
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2002/07/owl#disjointWith,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-37
http://dl-learner.org/carcinogenesis#Barium-115,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Oxygen-42
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di10
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Copper-96
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di64
http://dl-learner.org/carcinogenesis#Oxygen-52,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Hydrogen-1
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-36
http://dl-learner.org/carcinogenesis#Carbon-10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Tin-113
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-14
http://dl-learner.org/carcinogenesis#Hydrogen-8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-232
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di23
http://dl-learner.org/carcinogenesis#Sulfur-70,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-29
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Iodine-95
http://dl-learner.org/carcinogenesis#Chlorine-93,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-78
http://dl-learner.org/carcinogenesis#Cyanate,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Hydrogen-2
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Arsenic-101
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Imine
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Krypton-83
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasBond,http://dl-learner.org/carcinogenesis#Bond-7
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Phosphorus-60
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-31
http://dl-learner.org/carcinogenesis#Copper-96,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-75
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-29
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Manganese-85
http://dl-learner.org/carcinogenesis#Carbon-192,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-77
http://dl-learner.org/carcinogenesis#Imine,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Nitrogen-499,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Fluorine-92
http://dl-learner.org/carcinogenesis#Sulfur-75,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Arsenic-101,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Bromine-94
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-191
http://dl-learner.org/carcinogenesis#Di23,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-79
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Amine
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Phosphorus-62
http://dl-learner.org/carcinogenesis#Sulfur-79,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-27
http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-27
