subject,predicate,object
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#exactMatch,http://www.w3.org/2004/02/skos/core#Concept
http://www.openarchives.org/ore/terms/Proxy,http://purl.org/collections/nl/am/associationSubject,http://www.w3.org/2004/02/skos/core#Concept
http://purl.org/collections/nl/am/Person,http://purl.org/collections/nl/am/wasPresentAt,http://purl.org/collections/nl/am/Exhibition
http://purl.org/collections/nl/am/Dimension,http://purl.org/collections/nl/am/dimensionPart,http://www.w3.org/2004/02/skos/core#Concept
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#narrower,http://www.w3.org/2004/02/skos/core#Concept
http://www.openarchives.org/ore/terms/Proxy,http://purl.org/collections/nl/am/dimension,http://purl.org/collections/nl/am/Dimension
http://www.openarchives.org/ore/terms/Proxy,http://purl.org/collections/nl/am/objectName,http://www.w3.org/2004/02/skos/core#Concept
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#broader,http://www.w3.org/2004/02/skos/core#Concept
http://www.openarchives.org/ore/terms/Proxy,http://purl.org/collections/nl/am/acquisitionMethod,http://www.w3.org/2004/02/skos/core#Concept
http://purl.org/collections/nl/am/Dimension,http://purl.org/collections/nl/am/dimensionNotes,http://www.w3.org/2004/02/skos/core#Concept
http://www.swi-prolog.org/rdf/library/CloudNode,http://rdfs.org/ns/void#subset,http://rdfs.org/ns/void#Dataset
http://www.openarchives.org/ore/terms/Proxy,http://purl.org/collections/nl/am/collection,http://www.w3.org/2004/02/skos/core#Concept
http://www.openarchives.org/ore/terms/Aggregation,http://www.openarchives.org/ore/terms/aggregates,http://www.europeana.eu/schemas/edm/PhysicalThing
http://www.openarchives.org/ore/terms/Proxy,http://purl.org/collections/nl/am/ahmteksten,http://purl.org/collections/nl/am/Ahmteksten
http://www.openarchives.org/ore/terms/Proxy,http://purl.org/collections/nl/am/productionPlace,http://www.w3.org/2004/02/skos/core#Concept
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#inScheme,http://www.w3.org/2004/02/skos/core#ConceptScheme
http://www.openarchives.org/ore/terms/Proxy,http://www.openarchives.org/ore/terms/proxyFor,http://www.europeana.eu/schemas/edm/PhysicalThing
http://www.openarchives.org/ore/terms/Proxy,http://purl.org/collections/nl/am/contentSubject,http://www.w3.org/2004/02/skos/core#Concept
http://www.openarchives.org/ore/terms/Aggregation,http://www.europeana.eu/schemas/edm/landingPage,http://www.europeana.eu/schemas/edm/WebResource
http://purl.org/collections/nl/am/Dimension,http://purl.org/collections/nl/am/dimensionType,http://www.w3.org/2004/02/skos/core#Concept
http://purl.org/collections/nl/am/TermType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.openarchives.org/ore/terms/Proxy,http://purl.org/collections/nl/am/technique,http://www.w3.org/2004/02/skos/core#Concept
http://www.openarchives.org/ore/terms/Proxy,http://purl.org/collections/nl/am/creditLine,http://www.w3.org/2004/02/skos/core#Concept
http://www.swi-prolog.org/rdf/library/CloudNode,http://rdfs.org/ns/void#subset,http://rdfs.org/ns/void#Linkset
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/collections/nl/am/termType,http://purl.org/collections/nl/am/TermType
